-- Logs begin at Tue 2022-08-09 12:34:44 UTC, end at Tue 2022-08-09 14:05:56 UTC. --
Aug 09 13:49:50 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 09 13:49:50 ubuntu dstat.sh[491]: [286B blob data]
Aug 09 13:49:50 ubuntu dstat.sh[491]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Aug 09 14:02:50 ubuntu dstat.sh[491]: 09-08 14:02:50| 23   7  70   1   0|4100M  154M  177M 3420M|6414B 1458B|   0  3289k|   0  47.0 |1759  2700 |0.76 1.26 1.12|1.0   0   0|   0     0 |pip                  32372 25%  20M  27M|pip                  32372  20M  27M 25%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:51 ubuntu dstat.sh[491]: 09-08 14:02:51| 21   7  71   1   0|4100M  135M  177M 3437M|7279B 1620B|   0  1100k|   0  22.0 |1688  2612 |0.76 1.26 1.12|1.0   0   0|   0     0 |pip                  32372 24%  23M  31M|pip                  32372  23M  31M 24%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:52 ubuntu dstat.sh[491]: 09-08 14:02:52| 21   9  70   1   0|4101M  176M  178M 3394M|6155B  972B|   0  1016k|   0  36.0 |1687  2580 |0.76 1.26 1.12|1.0   0   0|   0     0 |pip                  32372 25%  10M  12M|pip                  32372  10M  12M 25%|mysqld       415M|   0     0 |  27  249    0    6    0
Aug 09 14:02:53 ubuntu dstat.sh[491]: 09-08 14:02:53|  5   4  91   0   0|4101M  216M  178M 3353M|8542B 1763B|   0  2752k|   0  21.0 |1398  2413 |0.76 1.26 1.12|2.0   0   0|   0     0 |pip                  323724.0%  21k   0 |python2              535    53k 908B0.2%|mysqld       415M|   0     0 |  27  250    0    6    0
Aug 09 14:02:54 ubuntu dstat.sh[491]: 09-08 14:02:54|  5   1  93   1   0|4101M  216M  178M 3353M|  11k 3211B|   0   200k|   0  25.0 |1381  2442 |0.70 1.23 1.11|3.0   0   0|   0     0 |pip                  323722.2% 299k  22k|pip                  32372 299k  22k2.2%|mysqld       415M|   0     0 |  27  250    0    6    0
Aug 09 14:02:55 ubuntu dstat.sh[491]: 09-08 14:02:55| 25   6  69   1   0|4080M  260M  178M 3331M|8531B 2154B|   0   860k|   0  16.0 |1732  2565 |0.70 1.23 1.11|2.0   0 8.0|   0     0 |pip                  32411 10%6778k 577B|tox                  32330 233M 307M0.5%|mysqld       415M|   0     0 |  27  247    0    6    0
Aug 09 14:02:56 ubuntu dstat.sh[491]: 09-08 14:02:56| 28   6  64   2   0|4099M  241M  178M 3331M|6576B 1620B| 104k  880k|4.00  28.0 |7317    15k|0.70 1.23 1.11|2.0   0  13|   0     0 |python               32417 19%4861k1264k|python               324174861k1264k 19%|mysqld       415M|   0     0 |  27  247    0    6    0
Aug 09 14:02:57 ubuntu dstat.sh[491]: 09-08 14:02:57| 25   4  71   0   0|4069M  271M  178M 3331M|  15k 1620B|   0  1856k|   0  10.0 |1586  2494 |0.70 1.23 1.11|2.0   0   0|   0     0 |pip                  324118.8%7394k1766k|pip                  324117394k1766k8.8%|mysqld       415M|   0     0 |  27  247    0    6    0
Aug 09 14:02:58 ubuntu dstat.sh[491]: 09-08 14:02:58| 29   5  66   0   0|4101M  238M  178M 3331M|6755B 1512B|  84k  252k|2.00  3.00 |6803    15k|0.70 1.23 1.11|3.0   0 9.0|   0     0 |python               32433 17%6717k 808k|python               324336717k 808k 17%|mysqld       415M|   0     0 |  27  247    0    6    0
Aug 09 14:02:59 ubuntu dstat.sh[491]: 09-08 14:02:59| 23   6  71   0   0|4070M  270M  178M 3331M|6466B 1620B|   0   200k|   0  13.0 |1653  2612 |0.73 1.23 1.11|1.0   0 7.0|   0     0 |pip                  324112.5%7057k 965k|pip                  324117057k 965k2.5%|mysqld       415M|   0     0 |  27  247    0    6    0
Aug 09 14:03:00 ubuntu dstat.sh[491]: 09-08 14:03:00| 21   4  70   5   0|4066M  273M  178M 3332M|6415B 1620B| 256k  688k|11.0  21.0 |1690  2505 |0.73 1.23 1.11|1.0   0 5.0|   0     0 |tempest              324519.0%5441k 164k|tox                  32330  25M2749k0.5%|mysqld       415M|   0     0 |  27  247    0    6    0
Aug 09 14:03:01 ubuntu dstat.sh[491]: 09-08 14:03:01| 25   4  71   0   0|4077M  260M  178M 3333M|7359B 1566B|   0  1168k|   0  33.0 |2135  3858 |0.73 1.23 1.11|2.0   0   0|   0     0 |tempest              32451 12%1336k 769k|tempest              324511336k 769k 12%|mysqld       415M|   0     0 |  27  251    0   14    0
Aug 09 14:03:02 ubuntu dstat.sh[491]: 09-08 14:03:02| 31   2  65   1   0|4078M  259M  178M 3334M|6516B 1566B|   0   696k|   0  87.0 |3255  5729 |0.73 1.23 1.11|1.0   0   0|   0     0 |uwsgi                2736 8.5%2894B  21k|python2              535    57k 462B0.2%|mysqld       415M|   0     0 |  27  251    0   30    0
Aug 09 14:03:03 ubuntu dstat.sh[491]: 09-08 14:03:03| 15  18  67   0   0|4030M  307M  178M 3334M|6366B 1716B|   0   208k|   0  18.0 |3659  6309 |0.73 1.23 1.11|1.0   0 500|   0     0 |bash                 2692 2.2% 279M 319M|bash                 2692  279M 319M2.2%|mysqld       415M|   0     0 |  27  249    0   32    0
Aug 09 14:03:04 ubuntu dstat.sh[491]: 09-08 14:03:04| 13  20  67   0   0|4031M  306M  178M 3334M|8541B 1566B|   0   268k|   0  18.0 |3930  6601 |0.75 1.23 1.11|1.0   0 535|   0     0 |bash                 2692 3.5% 599k  31k|bash                 2692  599k  31k3.5%|mysqld       415M|   0     0 |  27  249    0   31    0
Aug 09 14:03:05 ubuntu dstat.sh[491]: 09-08 14:03:05| 12  22  66   0   0|4032M  305M  178M 3334M|7386B 1620B|   0   144k|   0  10.0 |3746  6200 |0.75 1.23 1.11|2.0   0 491|   0     0 |bash                 2692 2.2% 383k  18k|bash                 2692  383k  18k2.2%|mysqld       415M|   0     0 |  27  249    0   32    0
Aug 09 14:03:06 ubuntu dstat.sh[491]: 09-08 14:03:06| 16  14  68   1   0|4028M  309M  178M 3334M|8674B 1620B|  12k 4356k|3.00   125 |2891  5010 |0.75 1.23 1.11|2.0   0 246|   0     0 |generate-subuni      1842 8.5%2043k   0 |bash                 2692 8905k  15M1.5%|mysqld       415M|   0     0 |  27  249    0   31    0
Aug 09 14:03:07 ubuntu dstat.sh[491]: 09-08 14:03:07| 20   6  70   4   0|4023M  313M  178M 3335M|  12k 2307B| 888k  356k|74.0  6.00 |1835  2966 |0.75 1.23 1.11|2.0   0  23|   0     0 |python3.7            1866 6.8%   0    0 |bash                 1997   16G  10G  0%|mysqld       415M|   0     0 |  27  249    0   32    0
Aug 09 14:03:08 ubuntu dstat.sh[491]: 09-08 14:03:08| 16   4  79   0   0|4037M  299M  178M 3335M|9965B 1749B|   0   992k|   0  10.0 |1545  2365 |0.75 1.23 1.11|  0   0 7.0|   0     0 |python3.7            1866  13%   0    0 |python2              535    57k 464B0.2%|mysqld       415M|   0     0 |  27  250    0   32    0
Aug 09 14:03:09 ubuntu dstat.sh[491]: 09-08 14:03:09|  4   1  95   0   0|4038M  298M  178M 3335M|  11k 2549B|   0    88k|   0  11.0 |1317  2360 |0.69 1.21 1.10|  0   0   0|   0     0 |python3.7            1866 0.5%   0    0 |python2              535    57k 451B0.2%|mysqld       415M|   0     0 |  27  250    0   32    0
Aug 09 14:03:10 ubuntu dstat.sh[491]: 09-08 14:03:10|  6   1  93   0   0|4038M  297M  178M 3335M|  12k 2654B|   0   428k|   0  20.0 |1322  2325 |0.69 1.21 1.10|  0   0   0|   0     0 |python3.7            1866 0.8%   0    0 |python2              535    57k 448B  0%|mysqld       415M|   0     0 |  27  251    0   32    0
Aug 09 14:03:11 ubuntu dstat.sh[491]: 09-08 14:03:11|  4   1  95   0   0|4039M  297M  178M 3335M|  20k 3289B|   0    44k|   0  6.00 |1382  2362 |0.69 1.21 1.10|2.0   0   0|   0     0 |python3.7            1866 1.0%   0    0 |python2              535    57k 454B0.2%|mysqld       415M|   0     0 |  27  251    0   32    0
Aug 09 14:03:12 ubuntu dstat.sh[491]: 09-08 14:03:12|  4   2  94   0   0|4039M  297M  178M 3335M|  74k 2796B|   0    44k|   0  3.00 |1308  2246 |0.69 1.21 1.10|1.0   0   0|   0     0 |nova-scheduler       128320.5%   0    0 |python2              535    57k 450B  0%|mysqld       415M|   0     0 |  27  251    0   32    0
Aug 09 14:03:13 ubuntu dstat.sh[491]: 09-08 14:03:13| 17   2  81   0   0|4042M  294M  178M 3335M|  80k 3048B|   0    44k|   0  5.00 |1554  2438 |0.69 1.21 1.10|1.0   0   0|   0     0 |python3.7            1866  15%   0    0 |python2              535    57k 447B0.5%|mysqld       415M|   0     0 |  27  251    0   32    0
Aug 09 14:03:14 ubuntu dstat.sh[491]: 09-08 14:03:14| 24   2  73   1   0|4048M  286M  178M 3337M|7460B 1694B|   0   248k|   0  12.0 |1621  2272 |0.71 1.20 1.10|  0   0   0|   0     0 |python3.7            1866  21%   0    0 |python2              535    57k 468B0.2%|mysqld       415M|   0     0 |  27  251    1   32    0
Aug 09 14:03:15 ubuntu dstat.sh[491]: 09-08 14:03:15|  4   1  95   0   0|4048M  286M  178M 3337M|  12k 2620B|   0    56k|   0  8.00 |1358  2340 |0.71 1.20 1.10|  0   0   0|   0     0 |python3.7            1866 0.5%   0    0 |python2              535    57k 446B  0%|mysqld       415M|   0     0 |  27  252    0   32    0
Aug 09 14:03:16 ubuntu dstat.sh[491]: 09-08 14:03:16|  3   1  95   0   0|4048M  286M  178M 3337M|  24k 2545B|   0  3636k|   0  63.0 |1448  2604 |0.71 1.20 1.10|1.0   0   0|   0     0 |nova-conductor       164540.5%   0    0 |python2              535    57k 457B0.2%|mysqld       415M|   0     0 |  27  252    0   33    0
Aug 09 14:03:17 ubuntu dstat.sh[491]: 09-08 14:03:17| 58   8  33   1   0|3790M  544M  178M 3337M|  15k 2274B| 128k   80k|1.00  5.00 |1894  2284 |0.71 1.20 1.10|4.0   0 2.0|   0     0 |cinder-backup        20581 17%   0 1444B|bash                 1997   11M1458k  0%|mysqld       415M|   0     0 |  27  237    0   38    0
Aug 09 14:03:18 ubuntu dstat.sh[491]: 09-08 14:03:18| 68  14  16   2   0|3836M  497M  178M 3338M|5361B 1620B|1168k   32k|16.0  3.00 |2043  2523 |0.71 1.20 1.10|4.0   0 5.0|   0     0 |cinder-backup        20581 24%   0    0 |uwsgi                1879 5099k 292B 14%|mysqld       415M|   0     0 |  27  237    0   38    0
Aug 09 14:03:19 ubuntu dstat.sh[491]: 09-08 14:03:19| 87  12   0   1   0|3930M  403M  178M 3338M|  14k 1620B| 448k   22M|8.00   700 |3453  2505 |1.14 1.28 1.13|4.0   0 6.0|   0     0 |cinder-backup        20581 25%   0    0 |uwsgi                1879   11M  42B 24%|mysqld       415M|   0     0 |  27  237    0   38    0
Aug 09 14:03:20 ubuntu dstat.sh[491]: 09-08 14:03:20| 83  16   0   0   0|3885M  445M  178M 3340M|7479B 1512B| 284k  644k|44.0  20.0 |3720    48k|1.14 1.28 1.13|5.0   0 9.0|   0     0 |uwsgi                1880  26%7537k  90k|uwsgi                1880 7537k  90k 26%|mysqld       416M|   0     0 |  27  233    0   44    0
Aug 09 14:03:21 ubuntu dstat.sh[491]: 09-08 14:03:21| 72   9  20   0   0|3855M  475M  178M 3341M|  10k 1620B|   0    79k|   0  7.00 |3158  8597 |1.14 1.28 1.13|6.0   0 4.0|   0     0 |cinder-backup        1895  24%  11M  42B|cinder-backup        1895   11M  42B 24%|mysqld       416M|   0     0 |  27  225    0   47    0
Aug 09 14:03:22 ubuntu dstat.sh[491]: 09-08 14:03:22| 72  10  18   0   0|3950M  380M  178M 3341M|8075B 1620B|   0   124k|   0  12.0 |2681  5203 |1.14 1.28 1.13|3.0   0 3.0|   0     0 |cinder-schedule      1899  24%  11M   0 |cinder-schedule      1899   11M   0  24%|mysqld       416M|   0     0 |  27  237    0   49    0
Aug 09 14:03:23 ubuntu dstat.sh[491]: 09-08 14:03:23| 48   9  43   0   0|4048M  281M  178M 3342M|5782B 1620B|   0   140k|   0  11.0 |2006    30k|1.14 1.28 1.13|2.0   0 9.0|   0     0 |cinder-schedule      1899  29%  10M 450B|cinder-volume        1900   13M 423B 25%|mysqld       416M|   0     0 |  27  239    0   49    0
Aug 09 14:03:24 ubuntu dstat.sh[491]: 09-08 14:03:24| 52  14  34   1   0|4124M  203M  178M 3343M|  32k   14k| 140k   51M|4.00   425 |5950    55k|1.29 1.31 1.14|5.0   0  14|   0     0 |cinder-volume        1900  25%7223k 309k|cinder-volume        1900 7223k 309k 25%|mysqld       416M|   0     0 |  27  249    0   57    0
Aug 09 14:03:25 ubuntu dstat.sh[491]: 09-08 14:03:25| 28   6  65   0   0|4128M  198M  178M 3344M|  69k   29k|4096B  940k|1.00  11.0 |3254  6416 |1.29 1.31 1.14|3.0   0 7.0|   0     0 |cinder-volume        1920 6.0%  25k  17k|cinder-volume        215315880k2862B2.5%|mysqld       416M|   0     0 |  27  250    0   58    0
Aug 09 14:03:26 ubuntu dstat.sh[491]: 09-08 14:03:26| 19   4  77   0   0|4139M  187M  178M 3344M|  79k   31k|2432k 1012k|19.0  39.0 |3099  5254 |1.29 1.31 1.14|1.0   0 4.0|   0     0 |cinder-volume        1923 7.0%  27k  18k|swift-object-au      1935 2497k  37k1.0%|mysqld       416M|   0     0 |  27  249    0   59    0
Aug 09 14:03:27 ubuntu dstat.sh[491]: 09-08 14:03:27| 19   3  78   0   0|4155M  171M  178M 3344M|  75k   30k|9732k    0 |77.0     0 |3122  5315 |1.29 1.31 1.14|  0   0   0|   0     0 |cinder-volume        1923 6.5%  19k  28k|swift-object-au      1935 9728k   0 1.5%|mysqld       423M|   0     0 |  27  253    0   61    0
Aug 09 14:03:28 ubuntu dstat.sh[491]: 09-08 14:03:28| 20   3  77   0   0|4154M  172M  178M 3344M|  65k   26k|3796k   12k|30.0  3.00 |3045  5226 |1.29 1.31 1.14|1.0   0 2.0|   0     0 |cinder-volume        1920 5.5% 103k  16k|swift-object-au      3923   16M  38k  0%|mysqld       423M|   0     0 |  27  265    0   63    0
Aug 09 14:03:29 ubuntu dstat.sh[491]: 09-08 14:03:29| 14   2  83   1   0|4155M  171M  178M 3344M|  37k   16k|   0  1400k|   0  27.0 |2627  4721 |1.26 1.31 1.14|1.0   0   0|   0     0 |cinder-volume        1920 3.2%4526B7074B|python2              535    62k   0   0%|mysqld       423M|   0     0 |  27  263    0   65    0
Aug 09 14:03:30 ubuntu dstat.sh[491]: 09-08 14:03:30|  5   1  94   0   0|4155M  171M  178M 3344M|  18k 1714B|   0    68k|   0  6.00 |2067  3721 |1.26 1.31 1.14|  0   0   0|   0     0 |cinder-volume        215312.8%   0    0 |python2              535    65k 911B0.2%|mysqld       423M|   0     0 |  27  263    0   65    0
Aug 09 14:03:31 ubuntu dstat.sh[491]: 09-08 14:03:31|  6   2  91   0   0|4155M  171M  178M 3344M|  10k 1620B|   0   396k|   0  15.0 |2132  3822 |1.26 1.31 1.14|  0   0   0|   0     0 |cinder-volume        215312.8%   0    0 |python2              535    64k 456B0.2%|mysqld       423M|   0     0 |  27  263    0   65    0
Aug 09 14:03:32 ubuntu dstat.sh[491]: 09-08 14:03:32|  7   1  92   0   0|4156M  171M  178M 3344M|6518B 1620B|   0    48k|   0  6.00 |2100  3936 |1.26 1.31 1.14|3.0   0   0|   0     0 |cinder-volume        215312.8%   0    0 |python2              535    64k 449B  0%|mysqld       423M|   0     0 |  27  263    0   65    0
Aug 09 14:03:33 ubuntu dstat.sh[491]: 09-08 14:03:33|  5   2  93   0   0|4052M  274M  178M 3344M|6509B 1620B|   0  4096B|   0  1.00 |1618  2871 |1.26 1.31 1.14|  0   0   0|   0     0 |python2              535  0.5%  63k 448B|python2              535    63k 448B0.5%|mysqld       423M|   0     0 |  27  253    0   68    0
Aug 09 14:03:34 ubuntu dstat.sh[491]: 09-08 14:03:34|  4   1  95   0   0|4052M  274M  178M 3344M|6196B 1620B|   0   240k|   0  23.0 |1367  2403 |1.16 1.28 1.13|  0   0   0|   0     0 |swift-account-s      3840 0.5%   0    0 |python2              535    63k 451B0.2%|mysqld       423M|   0     0 |  27  253    0   68    0
Aug 09 14:03:35 ubuntu dstat.sh[491]: 09-08 14:03:35|  4   1  95   0   0|4052M  274M  178M 3344M|8810B 1566B|   0  2640k|   0  53.0 |1466  2341 |1.16 1.28 1.13|2.0   0   0|   0     0 |etcd                 1511 0.5%   0    0 |python2              535    62k 452B0.2%|mysqld       423M|   0     0 |  27  253    0   66    0
Aug 09 14:03:36 ubuntu dstat.sh[491]: 09-08 14:03:36| 11   2  86   0   0|4053M  274M  178M 3344M|  11k 1620B|   0    88k|   0  11.0 |2127  3988 |1.16 1.28 1.13|1.0   0   0|   0     0 |neutron-server:      8627 3.2%   0 1995B|python2              535    62k 452B  0%|mysqld       423M|   0     0 |  27  253    0   67    0
Aug 09 14:03:37 ubuntu dstat.sh[491]: 09-08 14:03:37| 20   2  77   0   0|4059M  267M  178M 3344M|8158B 1566B|   0   208k|   0  20.0 |1816  3107 |1.16 1.28 1.13|  0   0   0|   0     0 |neutron-server:      8627  14%   3B6888B|python2              535    62k 452B0.2%|mysqld       423M|   0     0 |  27  253    0   67    0
Aug 09 14:03:38 ubuntu dstat.sh[491]: 09-08 14:03:38|  5   1  94   0   0|4060M  267M  178M 3344M|8109B 1566B|   0    68k|   0  6.00 |1372  2468 |1.16 1.28 1.13|2.0   0 2.0|   0     0 |cinder-volume        1900 0.5%   0    0 |python2              535    62k 455B0.2%|mysqld       423M|   0     0 |  27  253    0   67    0
Aug 09 14:03:39 ubuntu dstat.sh[491]: 09-08 14:03:39|  5   1  93   1   0|4060M  267M  178M 3344M|5968B 1620B|   0   136k|   0  15.0 |1479  2555 |1.07 1.26 1.13|3.0   0   0|   0     0 |cinder-schedule      1899 0.5%   0    0 |python2              535    62k 457B  0%|mysqld       423M|   0     0 |  27  253    0   67    0
Aug 09 14:03:40 ubuntu dstat.sh[491]: 09-08 14:03:40|  5   1  94   1   0|4060M  267M  178M 3344M|5778B 1620B|   0  1028k|   0   151 |1636  2300 |1.07 1.26 1.13|1.0   0   0|   0     0 |cinder-backup        1895 0.5%   0    0 |python2              535    62k 463B0.2%|mysqld       423M|   0     0 |  27  253    0   67    0
Aug 09 14:03:41 ubuntu dstat.sh[491]: 09-08 14:03:41|  3   2  95   0   0|4060M  267M  178M 3344M|6461B 1566B|   0   708k|   0  26.0 |1331  2376 |1.07 1.26 1.13|  0   0   0|   0     0 |swift-container      3231 0.5%   0    0 |python2              535    62k 455B  0%|mysqld       423M|   0     0 |  27  253    0   67    0
Aug 09 14:03:42 ubuntu dstat.sh[491]: 09-08 14:03:42| 12  13  74   1   0|4064M  262M  178M 3344M|7771B 1674B| 204k   56k|10.0  6.00 |2860  4652 |1.07 1.26 1.13|1.0   0 379|   0     0 |bash                 1997 2.2%1233k  58k|bash                 1997 1233k  58k2.2%|mysqld       423M|   0     0 |  27  253    0   67    0
Aug 09 14:03:43 ubuntu dstat.sh[491]: 09-08 14:03:43| 11  16  70   2   0|4064M  261M  178M 3345M|  13k  594B| 768k   36k|46.0  5.00 |3806  6419 |1.07 1.26 1.13|2.0   0 573|   0     0 |bash                 1997 2.5%1228k  27k|bash                 1997 1228k  27k2.5%|mysqld       423M|   0     0 |  27  253    0   67    0
Aug 09 14:03:44 ubuntu dstat.sh[491]: 09-08 14:03:44| 10  21  69   0   0|4064M  261M  178M 3345M|6328B 1296B|   0   204k|   0  20.0 |3973  6880 |0.98 1.24 1.12|1.0   0 621|   0     0 |bash                 1997 3.5% 581k  27k|bash                 1997  581k  27k3.5%|mysqld       423M|   0     0 |  27  253    0   67    0
Aug 09 14:03:45 ubuntu dstat.sh[491]: 09-08 14:03:45| 13  14  69   3   1|4064M  261M  178M 3346M|7959B 1674B| 460k 2020k|37.0  54.0 |3355  5557 |0.98 1.24 1.12|4.0   0 449|   0     0 |bash                 1997 1.8%3530k  19k|bash                 1997 3530k  19k1.8%|mysqld       423M|   0     0 |  27  253    0   67    0
Aug 09 14:03:46 ubuntu dstat.sh[491]: 09-08 14:03:46| 11  20  66   2   0|4064M  260M  178M 3346M|9808B 1620B| 832k   52k|68.0  6.00 |4014  7068 |0.98 1.24 1.12|1.0   0 701|   0     0 |bash                 1997 1.0% 728k  30k|bash                 1997  728k  30k1.0%|mysqld       423M|   0     0 |  27  253    0   67    0
Aug 09 14:03:47 ubuntu dstat.sh[491]: 09-08 14:03:47| 14  15  70   0   0|4074M  250M  178M 3346M|6403B 1620B|  20k   52k|1.00  6.00 |3309  5525 |0.98 1.24 1.12|1.0   0 469|   0     0 |cinder               5238 7.5%2481k   0 |cinder               5238 2481k   0 7.5%|mysqld       423M|   0     0 |  27  253    0   67    0
Aug 09 14:03:48 ubuntu dstat.sh[491]: 09-08 14:03:48| 26   3  71   0   0|4104M  220M  178M 3346M|8855B 1620B|   0     0 |   0     0 |1998  3244 |0.98 1.24 1.12|1.0   0 2.0|   0     0 |cinder               5238  14%5642k   0 |cinder               5238 5642k   0  14%|mysqld       423M|   0     0 |  27  257    0   73    0
Aug 09 14:03:49 ubuntu dstat.sh[491]: 09-08 14:03:49| 26   3  71   0   0|4106M  218M  178M 3346M|7028B 1620B|   0   176k|   0  18.0 |1812  2771 |0.98 1.24 1.12|1.0   0 5.0|   0     0 |cinder               5245  20%8123k   0 |bash                 1997 8129k 747B  0%|mysqld       423M|   0     0 |  27  259    0   77    0
Aug 09 14:03:50 ubuntu dstat.sh[491]: 09-08 14:03:50| 24   4  63  10   0|4098M  226M  178M 3346M|6676B 1620B|   0    13M|   0  1123 |4029  3522 |0.98 1.24 1.12|2.0   0 5.0|   0     0 |cinder               5250  11%5800k   0 |bash                 1997 8129k 392B  0%|mysqld       424M|   0     0 |  27  261    0   80    0
Aug 09 14:03:51 ubuntu dstat.sh[491]: 09-08 14:03:51| 25   4  71   0   0|4093M  231M  178M 3346M|6055B 1512B|   0   175k|   0  18.0 |2116  3317 |0.98 1.24 1.12|4.0   0 5.0|   0     0 |cinder               5255  11%4471k   0 |bash                 1997 8129k 345B  0%|mysqld       424M|   0     0 |  27  261    0   88    0
Aug 09 14:03:52 ubuntu dstat.sh[491]: 09-08 14:03:52| 26   4  71   0   0|4087M  236M  178M 3347M|5944B 1566B|   0   156k|   0  19.0 |1966  3083 |0.98 1.24 1.12|1.0   0 5.0|   0     0 |cinder               5260 9.0%3258k   0 |bash                 1997 8129k 747B  0%|mysqld       424M|   0     0 |  27  261    0   93    0
Aug 09 14:03:53 ubuntu dstat.sh[491]: 09-08 14:03:53| 25   3  71   0   0|4084M  239M  178M 3347M|6048B 1620B|   0    92k|   0  8.00 |1895  2884 |0.98 1.24 1.12|1.0   0 5.0|   0     0 |cinder               5265 5.5%2023k   0 |bash                 1997 8129k 392B0.2%|mysqld       424M|   0     0 |  27  261    0   99    0
