-- Logs begin at Wed 2022-11-02 12:53:20 UTC, end at Wed 2022-11-02 15:11:44 UTC. --
Nov 02 14:28:16 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Nov 02 14:28:16 ubuntu dstat.sh[71630]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Nov 02 14:28:16 ubuntu dstat.sh[71630]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Nov 02 15:08:29 ubuntu dstat.sh[71630]: 02-11 15:08:29| 31   2  66   1   0|6268M  958M   82M  641M| 360k  351k|   0   936k|   0   113 |3513  6325 |2.37 1.98 1.65|5.0   0   0|   0     0 |   0     0 | 25  459    0  136   11
Nov 02 15:08:30 ubuntu dstat.sh[71630]: 02-11 15:08:30| 28   4  65   1   0|6268M  958M   82M  641M| 633k  623k|   0   897k|   0   110 |3737  6487 |2.37 1.98 1.65|3.0   0 1.0|   0     0 |   0     0 | 25  459    0  132   11
Nov 02 15:08:31 ubuntu dstat.sh[71630]: 02-11 15:08:31| 32   3  64   1   0|6268M  958M   82M  641M| 561k  552k|   0  1415k|   0   195 |4696  8775 |2.37 1.98 1.65|2.0   0   0|   0     0 |   0     0 | 25  459    0  135   11
Nov 02 15:08:32 ubuntu dstat.sh[71630]: 02-11 15:08:32| 31   6  62   2   0|6281M  944M   82M  642M| 528k  521k|   0  2733k|   0   222 |5519    11k|2.26 1.96 1.64|7.0   0 5.0|   0     0 |   0     0 | 25  458    0  136   11
Nov 02 15:08:33 ubuntu dstat.sh[71630]: 02-11 15:08:33| 32   6  57   2   0|6281M  944M   82M  642M| 506k  498k|  64k 2518k|16.0   357 |6862    12k|2.26 1.96 1.64|2.0   0   0|   0     0 |   0     0 | 25  459    0  137   11
Nov 02 15:08:34 ubuntu dstat.sh[71630]: 02-11 15:08:34| 32   4  60   2   0|6282M  943M   82M  641M| 629k  616k|   0  1800k|   0   240 |5223  9205 |2.26 1.96 1.64|3.0   0   0|   0     0 |   0     0 | 25  459    0  139   11
Nov 02 15:08:35 ubuntu dstat.sh[71630]: 02-11 15:08:35| 35   5  60   1   0|6276M  949M   82M  641M| 628k  619k|   0  1495k|   0   193 |4587  8518 |2.26 1.96 1.64|4.0   0 1.0|   0     0 |   0     0 | 25  459    0  140   11
Nov 02 15:08:36 ubuntu dstat.sh[71630]: 02-11 15:08:36| 39   7  53   1   0|6277M  948M   82M  642M| 809k  800k|   0  1606k|   0   189 |6143    11k|2.26 1.96 1.64|3.0 1.0   0|   0     0 |   0     0 | 25  459    0  139   11
Nov 02 15:08:37 ubuntu dstat.sh[71630]: 02-11 15:08:37| 30   4  60   5   0|6277M  948M   83M  642M| 467k  450k|   0    11M|   0   979 |5713  9669 |2.32 1.98 1.65|2.0   0   0|   0     0 |   0     0 | 25  459    0  140   11
Nov 02 15:08:38 ubuntu dstat.sh[71630]: 02-11 15:08:38| 31   3  65   1   0|6277M  948M   83M  642M| 494k  485k|   0  1498k|   0   168 |4257  7234 |2.32 1.98 1.65|3.0   0   0|   0     0 |   0     0 | 25  459    0  142   11
Nov 02 15:08:39 ubuntu dstat.sh[71630]: 02-11 15:08:39| 38   5  58   2   0|6277M  947M   83M  642M| 823k  815k|   0  1747k|   0   189 |5656    12k|2.32 1.98 1.65|4.0   0   0|   0     0 |   0     0 | 25  459    0  142   11
Nov 02 15:08:40 ubuntu dstat.sh[71630]: 02-11 15:08:40| 39   5  53   2   0|6278M  946M   83M  643M| 843k  835k|   0  1688k|   0   216 |6144    11k|2.32 1.98 1.65|3.0   0   0|   0     0 |   0     0 | 25  457    0  145   11
Nov 02 15:08:41 ubuntu dstat.sh[71630]: 02-11 15:08:41| 16   3  80   0   0|6305M  919M   83M  643M| 114k  108k|   0   762k|   0  61.1 |3096  5450 |2.32 1.98 1.65|6.0   0   0|   0     0 |   0     0 | 25  458    0  150   11
Nov 02 15:08:42 ubuntu dstat.sh[71630]: 02-11 15:08:42| 31   3  63   2   0|6271M  952M   83M  643M| 636k  627k|   0  1634k|   0   213 |5108    10k|2.22 1.96 1.65|5.0 1.0 2.0|   0     0 |   0     0 | 25  457    0  153   11
Nov 02 15:08:43 ubuntu dstat.sh[71630]: 02-11 15:08:43| 39   6  54   2   0|6272M  951M   83M  643M| 845k  833k|   0  2119k|   0   260 |6274    11k|2.22 1.96 1.65|8.0   0 7.0|   0     0 |   0     0 | 25  459    0  146   11
Nov 02 15:08:44 ubuntu dstat.sh[71630]: 02-11 15:08:44| 41   5  54   2   0|6272M  950M   83M  643M| 722k  699k|   0  1551k|   0   183 |4734  8859 |2.22 1.96 1.65|7.0   0   0|   0     0 |   0     0 | 25  459    0  146   11
Nov 02 15:08:45 ubuntu dstat.sh[71630]: 02-11 15:08:45| 33   5  63   0   1|6274M  949M   83M  644M| 690k  681k|   0  1266k|   0   137 |4765  8520 |2.22 1.96 1.65|1.0   0 5.0|   0     0 |   0     0 | 25  457    0  145   11
Nov 02 15:08:46 ubuntu dstat.sh[71630]: 02-11 15:08:46|  9   3  85   0   0|6273M  950M   83M  644M| 123k  114k|   0   521k|   0  34.8 |2935  5739 |2.22 1.96 1.65|1.0   0 8.0|   0     0 |   0     0 | 25  458    0  150   11
Nov 02 15:08:47 ubuntu dstat.sh[71630]: 02-11 15:08:47| 12   6  81   1   0|6278M  944M   83M  644M|1230k  140k|   0  1104k|52.0   130 |3832  6905 |2.04 1.93 1.64|2.0   0  38|   0     0 |   0     0 | 25  458    0  145   11
Nov 02 15:08:48 ubuntu dstat.sh[71630]: 02-11 15:08:48| 20   4  76   1   0|6280M  943M   83M  644M|1342k  211k|1089k  650k|62.2  41.1 |3608  6328 |2.04 1.93 1.64|3.0   0 4.0|   0     0 |   0     0 | 25  458    0  145   11
Nov 02 15:08:49 ubuntu dstat.sh[71630]: 02-11 15:08:49| 28   3  61   7   0|6279M  942M   83M  644M|1556k   18M|1043k   18M|48.9  76.9 |7178  5945 |2.04 1.93 1.64|2.0   0 6.0|   0     0 |   0     0 | 25  458    0  145   11
Nov 02 15:08:50 ubuntu dstat.sh[71630]: 02-11 15:08:50| 31   3  65   1   1|6279M  942M   83M  644M| 123k  111k|   0   623k|   0  51.3 |2835  5208 |2.04 1.93 1.64|2.0   0   0|   0     0 |   0     0 | 25  458    0  145   11
Nov 02 15:08:51 ubuntu dstat.sh[71630]: 02-11 15:08:51| 30   1  68   0   0|6279M  942M   83M  644M|  92k   84k|   0   215k|   0  13.0 |2234  4502 |2.04 1.93 1.64|4.0   0   0|   0     0 |   0     0 | 25  459    0  144   11
Nov 02 15:08:52 ubuntu dstat.sh[71630]: 02-11 15:08:52| 26   5  64   5   0|6283M  938M   83M  645M| 260k  285k|  91k  880k|25.9  60.9 |3490  6678 |2.11 1.95 1.65|3.0   0  18|   0     0 |   0     0 | 25  458    0  146   11
Nov 02 15:08:53 ubuntu dstat.sh[71630]: 02-11 15:08:53| 43  13  42   2   0|6288M  934M   83M  645M| 427k  406k| 271k 1473k|6.04   142 |5071  9397 |2.11 1.95 1.65| 10   0  46|   0     0 |   0     0 | 25  459    1  141   11
Nov 02 15:08:54 ubuntu dstat.sh[71630]: 02-11 15:08:54| 37   3  61   0   0|6288M  932M   83M  645M| 213k  194k|   0   369k|   0  30.8 |2963  5503 |2.11 1.95 1.65|4.0   0 7.9|   0     0 |   0     0 | 25  458    0  141   11
Nov 02 15:08:55 ubuntu dstat.sh[71630]: 02-11 15:08:55| 30   6  62   2   0|6295M  925M   83M  645M| 273k  116k| 129k  317k|3.01  30.1 |4446  7075 |2.11 1.95 1.65|5.0   0 3.0|   0     0 |   0     0 | 26  458    0  133   11
Nov 02 15:08:56 ubuntu dstat.sh[71630]: 02-11 15:08:56| 28   9  61   1   0|6301M  919M   83M  646M| 467k  449k|1022B  859k|1.00   109 |6055    11k|2.11 1.95 1.65|2.0   0   0|   0     0 |   0     0 | 26  458    0  133   11
Nov 02 15:08:57 ubuntu dstat.sh[71630]: 02-11 15:08:57| 13   3  83   1   0|6297M  924M   83M  646M| 280k  270k|   0   309k|   0  19.1 |2760  5530 |1.95 1.91 1.64|7.0   0   0|   0     0 |   0     0 | 26  459    0  114   11
Nov 02 15:08:58 ubuntu dstat.sh[71630]: 02-11 15:08:58| 35   8  51   3   0|6285M  935M   83M  646M| 538k  515k|  12k 1028k|2.99   112 |5219    10k|1.95 1.91 1.64|4.0   0  41|   0     0 |   0     0 | 25  458    0  114   11
Nov 02 15:08:59 ubuntu dstat.sh[71630]: 02-11 15:08:59| 31   9  60   2   0|6283M  937M   83M  646M| 665k  578k|4116B 1543k|       138 |5544    11k|1.95 1.91 1.64|1.0   0  25|   0     0 |   0     0 | 25  459    0  108   11
Nov 02 15:09:00 ubuntu dstat.sh[71630]: 02-11 15:09:00| 20   4  75   1   0|6283M  936M   83M  646M| 322k  299k|   0   704k|   0  75.0 |3812  7547 |1.95 1.91 1.64|3.0   0   0|   0     0 |   0     0 | 25  458    0  108   11
Nov 02 15:09:01 ubuntu dstat.sh[71630]: 02-11 15:09:01| 12   4  83   1   0|6283M  936M   83M  646M| 199k  191k|   0   772k|   0   100 |3518  7330 |1.95 1.91 1.64|8.0   0   0|   0     0 |   0     0 | 25  458    0  106   11
Nov 02 15:09:02 ubuntu dstat.sh[71630]: 02-11 15:09:02| 12   3  83   0   0|6276M  944M   83M  647M| 150k  126k|   0  1276k|   0   111 |3721  7014 |1.87 1.90 1.63|3.0   0 2.0|   0     0 |   0     0 | 25  457    0  106   11
Nov 02 15:09:03 ubuntu dstat.sh[71630]: 02-11 15:09:03| 26   5  57  11   0|6275M  944M   83M  647M| 424k  414k|  64k 2120k|15.9   273 |5594    10k|1.87 1.90 1.63|1.0   0   0|   0     0 |   0     0 | 25  458    0  104   11
Nov 02 15:09:04 ubuntu dstat.sh[71630]: 02-11 15:09:04| 14   3  80   3   0|6275M  944M   83M  647M| 208k  197k|   0   650k|   0  75.2 |3368  6598 |1.87 1.90 1.63|2.0   0   0|   0     0 |   0     0 | 25  458    0  104   11
Nov 02 15:09:05 ubuntu dstat.sh[71630]: 02-11 15:09:05| 30   4  62   5   0|6280M  939M   83M  647M| 562k  554k|   0  1806k|   0   225 |5060  9615 |1.87 1.90 1.63|2.0   0   0|   0     0 |   0     0 | 25  457    0  101   11
Nov 02 15:09:06 ubuntu dstat.sh[71630]: 02-11 15:09:06| 40   5  51   2   0|6281M  937M   83M  648M| 878k  853k|   0  1974k|   0   256 |6189    12k|1.87 1.90 1.63|7.0   0 7.0|   0     0 |   0     0 | 25  459    0  101   11
Nov 02 15:09:07 ubuntu dstat.sh[71630]: 02-11 15:09:07| 45   4  51   1   0|6281M  937M   83M  648M| 794k  777k|   0  1849k|   0   227 |5489  9447 |1.96 1.92 1.64|5.0   0   0|   0     0 |   0     0 | 25  457    0   94   11
Nov 02 15:09:08 ubuntu dstat.sh[71630]: 02-11 15:09:08| 31   4  62   2   0|6297M  921M   83M  648M| 537k  528k|   0    11M|   0   905 |5966  7801 |1.96 1.92 1.64|7.0   0 5.0|   0     0 |   0     0 | 25  458    0   94   11
Nov 02 15:09:09 ubuntu dstat.sh[71630]: 02-11 15:09:09| 12   4  83   0   0|6275M  943M   83M  648M| 111k  103k|   0   347k|   0  28.9 |2832  6143 |1.96 1.92 1.64|2.0   0 8.0|   0     0 |   0     0 | 25  458    0   91   11
Nov 02 15:09:10 ubuntu dstat.sh[71630]: 02-11 15:09:10| 10   6  81   2   0|6281M  937M   83M  648M|1232k  138k|   0   392k|52.1  34.0 |4005  7023 |1.96 1.92 1.64|1.0   0  37|   0     0 |   0     0 | 25  458    0   91   11
Nov 02 15:09:11 ubuntu dstat.sh[71630]: 02-11 15:09:11| 17   6  76   2   0|6282M  935M   84M  648M|2495k  224k|2170k  236k| 122  16.0 |4217  5904 |1.96 1.92 1.64|4.0   0  12|   0     0 |   0     0 | 25  460    0   92   11
Nov 02 15:09:12 ubuntu dstat.sh[71630]: 02-11 15:09:12| 32   2  65   0   0|6281M  935M   84M  648M| 130k  120k|   0   557k|   0  61.1 |2933  5605 |1.88 1.90 1.64| 10   0 2.0|   0     0 |   0     0 | 25  458    0   94   11
Nov 02 15:09:13 ubuntu dstat.sh[71630]: 02-11 15:09:13| 22   7  61   9   0|6365M  853M   83M  648M| 764k   34M|   0    32M|   0  75.1 |9019  6572 |1.88 1.90 1.64|7.0   0 224|   0     0 |   0     0 | 25  458    0   85   11
Nov 02 15:09:14 ubuntu dstat.sh[71630]: 02-11 15:09:14| 63   7  29   0   0|6418M  799M   83M  648M| 141k  132k|   0   392k|   0  36.0 |3211  6855 |1.88 1.90 1.64|7.0   0 260|   0     0 |   0     0 | 25  459    0   85   11
Nov 02 15:09:15 ubuntu dstat.sh[71630]: 02-11 15:09:15| 46  14  41   0   0|7093M  124M   83M  648M|  36k   27k|   0   528k|   0  51.0 |2990  5274 |1.88 1.90 1.64|6.0   0  44|   0     0 |   0     0 | 25  458    0   82   11
Nov 02 15:09:16 ubuntu dstat.sh[71630]: 02-11 15:09:16| 92   2   6   0   0|7093M  124M   83M  648M| 127k  119k|   0   504k|   0  49.0 |3550  6540 |1.88 1.90 1.64|5.0   0  44|   0     0 |   0     0 | 25  458    0   87   11
Nov 02 15:09:17 ubuntu dstat.sh[71630]: 02-11 15:09:17| 50  11  39   0   0|6985M  232M   83M  648M| 126k  108k|   0   468k|   0  38.0 |2977  5507 |2.05 1.94 1.65|7.0   0  20|   0     0 |   0     0 | 25  458    0   77   11
Nov 02 15:09:18 ubuntu dstat.sh[71630]: 02-11 15:09:18| 84   2  12   0   0|6985M  232M   83M  649M| 121k  112k|   0  2547k|   0   309 |3636  5281 |2.05 1.94 1.65|4.0   0  48|   0     0 |   0     0 | 25  458    0   78   11
Nov 02 15:09:19 ubuntu dstat.sh[71630]: 02-11 15:09:19| 57  15  28   1   0|7160M  154M   78M  584M|  18k 7130 |8234B 1094k|2.01  54.3 |3612  6143 |2.05 1.94 1.65|4.0 2.0  50|   0     0 |   0     0 | 25  459    0   70   11
Nov 02 15:09:20 ubuntu dstat.sh[71630]: 02-11 15:09:20| 85   2  12   0   0|7160M  154M   78M  584M| 118k  107k| 267k  330k|10.9  28.9 |2980  5653 |2.05 1.94 1.65|5.0   0  36|   0     0 |   0     0 | 25  458    0   70   11
Nov 02 15:09:21 ubuntu dstat.sh[71630]: 02-11 15:09:21| 52  13  36   0   0|7160M  154M   78M  584M|  86k   76k|   0   249k|1.00  16.1 |2552  4835 |2.05 1.94 1.65|5.0   0  20|   0     0 |   0     0 | 25  459    0   68   11
Nov 02 15:09:22 ubuntu dstat.sh[71630]: 02-11 15:09:22| 87   2  10   0   0|7160M  154M   78M  584M|  52k   41k| 176k  408k|8.00  40.0 |3158  5871 |2.29 1.99 1.67|7.0   0  42|   0     0 |   0     0 | 25  458    0   68   11
Nov 02 15:09:23 ubuntu dstat.sh[71630]: 02-11 15:09:23| 32  16  47   4   0|7162M  152M   78M  584M| 284k  288k| 233k  659k|46.8  40.9 |3106  5440 |2.29 1.99 1.67|2.0   0  15|   0     0 |   0     0 | 25  458    0   65   11
Nov 02 15:09:24 ubuntu dstat.sh[71630]: 02-11 15:09:24| 84   5  10   0   0|7161M  152M   78M  584M| 130k  121k| 200k  433k|12.0  45.1 |3304    12k|2.29 1.99 1.67|2.0   0  70|   0     0 |   0     0 | 25  458    0   66   11
Nov 02 15:09:25 ubuntu dstat.sh[71630]: 02-11 15:09:25| 61   6  33   2   0|6331M  981M   78M  586M| 355k  103k|1667k  352k|42.0  28.0 |3203  6077 |2.29 1.99 1.67|3.0   0  34|   0     0 |   0     0 | 25  459    0   66   11
Nov 02 15:09:26 ubuntu dstat.sh[71630]: 02-11 15:09:26| 18   7  65  10   0|6293M 1016M   78M  588M|2337k  182k|4336k  545k| 159  39.0 |5240  7547 |2.29 1.99 1.67|3.0   0  26|   0     0 |   0     0 | 25  458    0   62   11
Nov 02 15:09:27 ubuntu dstat.sh[71630]: 02-11 15:09:27| 34   8  55   1   0|6298M 1011M   79M  588M| 237k  220k| 477k  637k|24.4  33.2 |3258  6363 |2.43 2.02 1.68|5.0   0  29|   0     0 |   0     0 | 25  458    0   62   11
Nov 02 15:09:28 ubuntu dstat.sh[71630]: 02-11 15:09:28| 29  16  50   3   0|6308M  998M   79M  590M| 321k  305k|1882k  811k|88.2  75.0 |6234    10k|2.43 2.02 1.68|3.0   0  27|   0     0 |   0     0 | 26  458    0   61   11
Nov 02 15:09:29 ubuntu dstat.sh[71630]: 02-11 15:09:29| 26   9  64   1   0|6317M  990M   79M  590M| 429k  420k|   0   989k|1.01   122 |5145  9311 |2.43 2.02 1.68|1.0   0   0|   0     0 |   0     0 | 26  458    0   61   11
Nov 02 15:09:30 ubuntu dstat.sh[71630]: 02-11 15:09:30| 19   2  77   1   0|6312M  994M   79M  590M| 352k  343k|4100B  496k|1.00  38.0 |3131  6332 |2.43 2.02 1.68|3.0   0   0|   0     0 |   0     0 | 26  459    0   56   11
Nov 02 15:09:31 ubuntu dstat.sh[71630]: 02-11 15:09:31| 34  12  51   2   0|6295M 1011M   79M  591M|2788k  601k|  76k 1338k|      89.1 |7297    14k|2.43 2.02 1.68|2.0   0  59|   0     0 |   0     0 | 25  458    0   57   11
Nov 02 15:09:32 ubuntu dstat.sh[71630]: 02-11 15:09:32| 30   6  63   2   0|6294M 1012M   79M  591M| 605k  576k|8196B 1201k|2.00   150 |4956  9049 |2.31 2.00 1.68|4.0   0 7.0|   0     0 |   0     0 | 25  459    0   51   11
Nov 02 15:09:33 ubuntu dstat.sh[71630]: 02-11 15:09:33| 23   4  69   2   0|6293M 1012M   79M  591M| 371k  346k| 291k 1516k|21.9   217 |5119  9187 |2.31 2.00 1.68|2.0   0   0|   0     0 |   0     0 | 25  457    0   51   11
Nov 02 15:09:34 ubuntu dstat.sh[71630]: 02-11 15:09:34| 14   3  81   1   0|6293M 1012M   79M  591M| 175k  161k|  32k  879k|8.00   130 |4053  7189 |2.31 2.00 1.68|2.0   0   0|   0     0 |   0     0 | 25  458    0   47   11
Nov 02 15:09:35 ubuntu dstat.sh[71630]: 02-11 15:09:35| 15   3  81   1   0|6275M 1030M   79M  591M| 169k  151k|   0   751k|   0   101 |3698  6842 |2.31 2.00 1.68|2.0 1.0   0|   0     0 |   0     0 | 25  458    0   47   11
Nov 02 15:09:36 ubuntu dstat.sh[71630]: 02-11 15:09:36| 26   8  65   2   0|6273M 1015M   79M  607M|  34M   34M| 423k   17M|10.1   188 |5166    10k|2.31 2.00 1.68|3.0   0   0|   0     0 |   0     0 | 25  458    0   66   11
Nov 02 15:09:37 ubuntu dstat.sh[71630]: 02-11 15:09:37| 16   4  67  11   0|6290M  994M   83M  608M|  71k   54k|4543k  318k| 175  13.9 |2663  5505 |2.21 1.99 1.67|5.0   0 2.0|   0     0 |   0     0 | 25  457    0   67   11
Nov 02 15:09:38 ubuntu dstat.sh[71630]: 02-11 15:09:38| 23   7  64   6   1|6275M 1008M   83M  608M| 101k   94k| 389k 7296k|43.2   689 |3679  6303 |2.21 1.99 1.67|2.0   0 4.0|   0     0 |   0     0 | 25  457    0   68   11
Nov 02 15:09:39 ubuntu dstat.sh[71630]: 02-11 15:09:39| 27   6  64   2   0|6289M  994M   83M  609M|  78k   68k|  36k  825k|3.00  61.0 |3241  6194 |2.21 1.99 1.67|2.0   0 9.0|   0     0 |   0     0 | 25  457    0   68   11
Nov 02 15:09:40 ubuntu dstat.sh[71630]: 02-11 15:09:40| 20   6  72   1   0|6287M  995M   83M  609M| 203k  180k|  24k  416k|2.00  35.0 |4418  9383 |2.21 1.99 1.67|4.0   0 7.0|   0     0 |   0     0 | 25  458    0   65   11
Nov 02 15:09:41 ubuntu dstat.sh[71630]: 02-11 15:09:41| 12   2  80   2   0|6289M  994M   83M  609M| 110k   99k| 140k  479k|3.99  39.9 |3246  6123 |2.21 1.99 1.67|1.0 2.0 5.0|   0     0 |   0     0 | 25  457    0   68   11
Nov 02 15:09:42 ubuntu dstat.sh[71630]: 02-11 15:09:42| 14   5  80   1   0|6284M  998M   83M  609M|  62k   54k|  24k  443k|2.99  46.9 |3167  5974 |2.11 1.97 1.67|6.0   0  11|   0     0 |   0     0 | 25  458    0   63   11
Nov 02 15:09:43 ubuntu dstat.sh[71630]: 02-11 15:09:43|  9   6  82   2   0|6289M  992M   83M  609M|1163k   71k|4090B  535k|52.9  37.0 |3988  6688 |2.11 1.97 1.67|2.0   0  36|   0     0 |   0     0 | 25  458    0   63   11
Nov 02 15:09:44 ubuntu dstat.sh[71630]: 02-11 15:09:44| 19   5  75   1   0|6304M  978M   83M  609M| 107k   81k|  16k  404k|1.00  30.0 |2680  5366 |2.11 1.97 1.67|3.0   0 4.0|   0     0 |   0     0 | 25  458    0   64   11
Nov 02 15:09:45 ubuntu dstat.sh[71630]: 02-11 15:09:45| 27   6  67   0   0|6302M  979M   83M  609M|  55k   45k|   0   884k|   0  42.0 |2639  5290 |2.11 1.97 1.67|2.0   0 5.0|   0     0 |   0     0 | 25  458    0   64   11
Nov 02 15:09:46 ubuntu dstat.sh[71630]: 02-11 15:09:46| 29   7  66   0   0|6310M  972M   83M  609M|  86k   77k|  48k  696k|1.00  18.0 |2764  5296 |2.11 1.97 1.67|2.0   0 7.0|   0     0 |   0     0 | 25  458    0   65   11
Nov 02 15:09:47 ubuntu dstat.sh[71630]: 02-11 15:09:47| 25   7  67   1   0|6303M  978M   83M  609M|1119k   25k|1060k  466k|51.2  14.0 |2811  4686 |2.02 1.95 1.66|2.0   0 9.0|   0     0 |   0     0 | 25  458    0   65   11
Nov 02 15:09:48 ubuntu dstat.sh[71630]: 02-11 15:09:48| 28  10  53   8   0|6283M  999M   83M  609M|3985k   18M|3347k 1035M| 167   302 |  11k 9997 |2.02 1.95 1.66|7.0   0  38|   0     0 |   0     0 | 25  458    0   64   11
Nov 02 15:09:49 ubuntu dstat.sh[71630]: 02-11 15:09:49| 26   5  68   1   1|6281M 1001M   83M  609M|  49k   40k|   0  1190k|   0   153 |2593  5049 |2.02 1.95 1.66|2.0   0 6.0|   0     0 |   0     0 | 25  458    0   64   11
Nov 02 15:09:50 ubuntu dstat.sh[71630]: 02-11 15:09:50| 15   7  78   0   0|6282M 1015M   83M  594M|  89k   70k|   0   436k|           |3514  6546 |2.02 1.95 1.66|7.0   0  22|   0     0 |   0     0 | 25  457    0   66   11
Nov 02 15:09:51 ubuntu dstat.sh[71630]: 02-11 15:09:51| 15   3  78   2   0|6282M 1015M   83M  594M| 328k  318k|   0  1448k|   0   216 |4413  8653 |2.02 1.95 1.66|4.0   0   0|   0     0 |   0     0 | 25  457    0   66   11
Nov 02 15:09:52 ubuntu dstat.sh[71630]: 02-11 15:09:52| 20   3  77   0   0|6282M 1015M   83M  594M| 370k  361k|   0   436k|   0  44.0 |3361  6117 |1.86 1.92 1.66|8.0   0 2.0|   0     0 |   0     0 | 25  458    0   64   11
Nov 02 15:09:53 ubuntu dstat.sh[71630]: 02-11 15:09:53| 35   5  58   2   0|6279M 1018M   83M  594M| 870k  862k|   0  1821k|   0   254 |5620    11k|1.86 1.92 1.66|4.0   0   0|   0     0 |   0     0 | 25  458    0   65   11
Nov 02 15:09:54 ubuntu dstat.sh[71630]: 02-11 15:09:54| 45   5  48   2   0|6278M 1018M   83M  595M|1131k 1123k|   0  2809k|   0   313 |6287    11k|1.86 1.92 1.66|7.0   0   0|   0     0 |   0     0 | 25  457    0   67   11
Nov 02 15:09:55 ubuntu dstat.sh[71630]: 02-11 15:09:55| 35   2  64   0   0|6278M 1018M   83M  595M| 529k  509k|   0   543k|   0  58.3 |3664  6357 |1.86 1.92 1.66|3.0   0   0|   0     0 |   0     0 | 25  459    0   67   11
Nov 02 15:09:56 ubuntu dstat.sh[71630]: 02-11 15:09:56| 14   2  83   0   0|6278M 1018M   83M  595M| 209k  201k|   0   215k|   0  15.9 |2603  5380 |1.86 1.92 1.66|1.0   0   0|   0     0 |   0     0 | 25  459    0   67   11
Nov 02 15:09:57 ubuntu dstat.sh[71630]: 02-11 15:09:57| 20   6  74   1   0|6277M 1018M   83M  595M| 350k  332k|   0   421k|   0  46.1 |3521  6898 |1.71 1.89 1.65|2.0   0 7.0|   0     0 |   0     0 | 25  462    0   67   11
Nov 02 15:09:58 ubuntu dstat.sh[71630]: 02-11 15:09:58| 19   3  76   2   0|6277M 1018M   83M  595M| 287k  267k|   0   962k|   0   135 |4185  7600 |1.71 1.89 1.65|2.0 1.0   0|   0     0 |   0     0 | 25  459    0   67   11
Nov 02 15:09:59 ubuntu dstat.sh[71630]: 02-11 15:09:59| 36  11  52   1   0|6277M 1019M   83M  595M| 133k  125k|   0  2077k|   0   269 |3540  6418 |1.71 1.89 1.65|2.0   0  10|   0     0 |   0     0 | 25  459    0   67   11
Nov 02 15:10:00 ubuntu dstat.sh[71630]: 02-11 15:10:00| 10   4  86   0   0|6278M 1017M   83M  595M| 120k  112k|   0   464k|   0  34.0 |2827  5482 |1.71 1.89 1.65|1.0   0 8.0|   0     0 |   0     0 | 25  460    0   65   11
Nov 02 15:10:01 ubuntu dstat.sh[71630]: 02-11 15:10:01| 13   7  77   2   1|6283M 1012M   83M  596M|2559k  174k| 176k  240k| 121  11.0 |5015  7836 |1.71 1.89 1.65|4.0   0  56|   0     0 |   0     0 | 25  460    0   65   11
Nov 02 15:10:02 ubuntu dstat.sh[71630]: 02-11 15:10:02| 28   5  65   1   0|6287M 1008M   83M  596M| 272k  255k|  20k  789k|2.00  85.1 |3657  6820 |1.57 1.86 1.64|3.0   0  17|   0     0 |   0     0 | 25  460    0   67   11
Nov 02 15:10:03 ubuntu dstat.sh[71630]: 02-11 15:10:03| 42  17  39   1   0|6306M  989M   83M  596M| 448k  431k|9234B 1447k|3.01   130 |5599    11k|1.57 1.86 1.64|3.0   0  56|   0     0 |   0     0 | 26  460    0   67   11
Nov 02 15:10:04 ubuntu dstat.sh[71630]: 02-11 15:10:04| 29  13  55   1   0|6317M  977M   83M  597M|1362k  327k|1065k 1743k|50.0   175 |7206    12k|1.57 1.86 1.64|4.0   0   0|   0     0 |   0     0 | 26  461    0   64   11
Nov 02 15:10:05 ubuntu dstat.sh[71630]: 02-11 15:10:05| 32   4  59   0   0|6330M  964M   83M  597M|  22M  699k|  20M  482k| 650  51.8 |  18k   13k|1.57 1.86 1.64|3.0   0   0|   0     0 |   0     0 | 26  460    0   64   11
Nov 02 15:10:06 ubuntu dstat.sh[71630]: 02-11 15:10:06| 51   9  41   1   0|6299M  995M   83M  597M| 753k  746k|   0  1089k|   0   109 |5580    12k|1.57 1.86 1.64|5.0   0  23|   0     0 |   0     0 | 25  460    0   63   11
Nov 02 15:10:07 ubuntu dstat.sh[71630]: 02-11 15:10:07| 57  15  24   1   0|6293M 1000M   83M  597M|3432k 1038k|  80k 1624k|       154 |9207    14k|2.25 1.99 1.68|5.0   0  96|   0     0 |   0     0 | 25  459    0   65   11
Nov 02 15:10:08 ubuntu dstat.sh[71630]: 02-11 15:10:08| 19   4  76   1   0|6293M 1000M   83M  597M| 301k  259k|   0   653k|   0  81.1 |3936  7336 |2.25 1.99 1.68|4.0   0   0|   0     0 |   0     0 | 25  460    0   65   11
Nov 02 15:10:09 ubuntu dstat.sh[71630]: 02-11 15:10:09| 20   3  69   7   0|6293M 1000M   83M  598M| 355k  335k|   0    10M|   0   975 |6212  9409 |2.25 1.99 1.68|2.0   0   0|   0     0 |   0     0 | 25  459    0   65   11
