-- Logs begin at Thu 2022-06-30 07:07:20 UTC, end at Thu 2022-06-30 09:06:32 UTC. --
Jun 30 08:26:08 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jun 30 08:26:08 ubuntu dstat.sh[20946]: [286B blob data]
Jun 30 08:26:08 ubuntu dstat.sh[20946]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Jun 30 09:04:06 ubuntu dstat.sh[20946]: 30-06 09:04:06| 31   2  66   1   0|5242M 1258M  141M 1304M|  22k 5323B|   0   568k|   0  87.0 |2637  3896 |1.71 1.60 1.46|3.0   0   0|   0     0 |python               25985 14% 456B2673B|python2              20993 113k 457B  0%|cinder-backu 568M|   0     0 |  27  405    0  245    0
Jun 30 09:04:07 ubuntu dstat.sh[20946]: 30-06 09:04:07| 35   3  60   1   0|5242M 1258M  141M 1304M|  41k 9869B|  96k 1003k|24.0   209 |3189  5299 |2.54 1.77 1.51|4.0   0   0|   0     0 |python               25985 22%   2B  10k|python2              20993 113k 484B  0%|cinder-backu 568M|   0     0 |  27  406    0  243    0
Jun 30 09:04:08 ubuntu dstat.sh[20946]: 30-06 09:04:08| 48   3  49   0   0|5243M 1257M  141M 1304M|  13k 4353B|   0   260k|   0  21.0 |2898  4505 |2.54 1.77 1.51|2.0   0   0|   0     0 |python               25985 20%   2B8462B|python2              20993 113k 455B0.2%|cinder-backu 568M|   0     0 |  27  406    0  246    0
Jun 30 09:04:09 ubuntu dstat.sh[20946]: 30-06 09:04:09| 29   2  68   0   0|5243M 1257M  141M 1305M|  19k 6942B|   0   404k|   0  38.0 |2952  4864 |2.54 1.77 1.51|1.0   0   0|   0     0 |uwsgi                258127.2%2675B  16k|python2              20993 113k 453B0.2%|cinder-backu 568M|   0     0 |  27  403    0  251    0
Jun 30 09:04:10 ubuntu dstat.sh[20946]: 30-06 09:04:10| 12   2  85   0   0|5243M 1257M  141M 1305M|  22k 4183B|   0   272k|   0  26.0 |1925  3107 |2.54 1.77 1.51|2.0   0   0|   0     0 |uwsgi                258123.0%2679B6475B|python2              20993 114k 455B0.5%|cinder-backu 568M|   0     0 |  27  404    0  255    0
Jun 30 09:04:11 ubuntu dstat.sh[20946]: 30-06 09:04:11| 33   2  64   0   0|5244M 1255M  141M 1305M|  29k   11k|   0   204k|   0  16.0 |2704  4268 |2.54 1.77 1.51|4.0   0   0|   0     0 |python               25985 13%   0 3203B|python2              20993 113k 456B  0%|cinder-backu 568M|   0     0 |  27  405    0  248    0
Jun 30 09:04:12 ubuntu dstat.sh[20946]: 30-06 09:04:12| 31   5  63   1   0|5244M 1254M  142M 1305M|  19k 6171B|   0  2332k|   0   128 |3604  5774 |2.41 1.76 1.51|2.0   0   0|   0     0 |nova-conductor       4551 3.5% 456B8417B|python2              20993 114k 459B0.5%|cinder-backu 568M|   0     0 |  27  398    0  262    0
Jun 30 09:04:13 ubuntu dstat.sh[20946]: 30-06 09:04:13| 45   3  52   0   0|5245M 1253M  142M 1305M|  42k   16k|   0   420k|   0  45.0 |3100  4910 |2.41 1.76 1.51|2.0   0 4.0|   0     0 |python               25984 19%   1B  12k|python2              20993 115k 466B  0%|cinder-backu 568M|   0     0 |  27  403    0  260    0
Jun 30 09:04:14 ubuntu dstat.sh[20946]: 30-06 09:04:14| 45   3  52   0   0|5245M 1253M  142M 1306M|  33k   15k|   0   564k|   0  60.0 |3109  4809 |2.41 1.76 1.51|2.0   0   0|   0     0 |python               25984 21%   1B  16k|python2              20993 115k 456B0.2%|cinder-backu 568M|   0     0 |  27  398    0  264    0
Jun 30 09:04:15 ubuntu dstat.sh[20946]: 30-06 09:04:15| 32   3  64   0   0|5246M 1252M  142M 1306M|  15k 1760B|   0  1144k|   0  72.0 |2719  4466 |2.41 1.76 1.51|2.0   0 5.0|   0     0 |python               25984 20%   1B  10k|python2              20993 114k 466B  0%|cinder-backu 568M|   0     0 |  27  401    0  257    0
Jun 30 09:04:16 ubuntu dstat.sh[20946]: 30-06 09:04:16| 27   4  69   0   0|5248M 1250M  142M 1306M|  85k   11k|  64k  192k|16.0  19.0 |2580  4180 |2.41 1.76 1.51|2.0   0  17|   0     0 |python               25984 14%   0 4036B|swift-container      24349 267k1307B1.0%|cinder-backu 568M|   0     0 |  27  399    0  258    0
Jun 30 09:04:17 ubuntu dstat.sh[20946]: 30-06 09:04:17| 13   4  81   1   0|5247M 1250M  142M 1306M|3138k   66k|3056k  628k| 107  21.0 |3019  4054 |2.46 1.78 1.52|2.0   0  25|   0     0 |uwsgi                277663.0%1210B5774B|python2              20993 112k 495B0.2%|cinder-backu 568M|   0     0 |  27  401    0  244    0
Jun 30 09:04:18 ubuntu dstat.sh[20946]: 30-06 09:04:18| 35   2  62   0   0|5248M 1250M  142M 1306M|  61k 5376B|  46k  172k|15.0  10.0 |2094  3154 |2.46 1.78 1.52|6.0   0 2.0|   0     0 |cryptsetup           32294 21%   0    0 |swift-container      24343 311k1302B1.0%|cinder-backu 568M|   0     0 |  27  399    0  252    0
Jun 30 09:04:19 ubuntu dstat.sh[20946]: 30-06 09:04:19| 32   2  66   1   0|5248M 1250M  142M 1306M| 198k   21k| 169k  157k|43.0  15.0 |1962  2939 |2.46 1.78 1.52|5.0   0 5.0|   0     0 |cryptsetup           32294 24%   0    0 |python2              20993 111k 487B0.2%|cinder-backu 568M|   0     0 |  27  401    0  238    0
Jun 30 09:04:20 ubuntu dstat.sh[20946]: 30-06 09:04:20| 29   2  68   0   0|5248M 1250M  142M 1306M|  11k 1512B|   0   112k|   0  7.00 |1628  2539 |2.46 1.78 1.52|7.0   0   0|   0     0 |cryptsetup           32294 25%   0    0 |python2              20993 111k 458B0.2%|cinder-backu 568M|   0     0 |  27  399    0  239    0
Jun 30 09:04:21 ubuntu dstat.sh[20946]: 30-06 09:04:21| 31   5  63   2   0|5252M 1245M  142M 1306M| 202k  142k| 177k  558k|45.0  26.0 |2651  4175 |2.46 1.78 1.52|2.0   0  15|   0     0 |python               259842.2%   0 1308B|python2              20993 111k 489B0.5%|cinder-backu 568M|   0     0 |  27  399    0  235    0
Jun 30 09:04:22 ubuntu dstat.sh[20946]: 30-06 09:04:22| 38  14  47   0   0|5262M 1235M  142M 1306M|  16k 2316B|5120B  304k|2.00  14.0 |3171  4950 |2.42 1.78 1.52|3.0   0  73|   0     0 |qemu-system-x86      323399.2%   0    0 |python2              20993 111k 478B0.2%|cinder-backu 568M|   0     0 |  27  399    0  236    0
Jun 30 09:04:23 ubuntu dstat.sh[20946]: 30-06 09:04:23| 49   4  47   0   0|5272M 1225M  142M 1307M| 142k 5690B| 130k  364k|4.00  31.0 |3384  5483 |2.42 1.78 1.52|9.0   0  12|   0     0 |qemu-system-x86      32339 18%   0    0 |python2              20993 111k 476B  0%|cinder-backu 568M|   0     0 |  28  399    0  234    0
Jun 30 09:04:24 ubuntu dstat.sh[20946]: 30-06 09:04:24| 13   2  85   0   0|5263M 1233M  142M 1307M|  15k 1870B|   0   172k|   0  14.0 |1871  3084 |2.42 1.78 1.52|3.0   0   0|   0     0 |python               259843.0%   0 1308B|python2              20993 111k 459B0.2%|cinder-backu 568M|   0     0 |  28  401    0  235    0
Jun 30 09:04:25 ubuntu dstat.sh[20946]: 30-06 09:04:25| 37   5  58   0   0|5251M 1245M  142M 1307M|  13k 1194B|   0   328k|   0  26.0 |3053  5112 |2.42 1.78 1.52|9.0   0  23|   0     0 |uwsgi                277668.8%2715B  10k|python2              20993 110k 466B  0%|cinder-backu 568M|   0     0 |  27  399    0  231    0
Jun 30 09:04:26 ubuntu dstat.sh[20946]: 30-06 09:04:26| 36   6  56   1   0|5249M 1247M  142M 1307M|  10k 2112B|   -  1682k|   -   113 |3322  5287 |2.42 1.78 1.52|3.0   0  34|   0     0 |python               259849.2%   0 1912B|swift-account-r      24352 214k  97k0.5%|cinder-backu 568M|   0     0 |  27  398    0  238    0
Jun 30 09:04:27 ubuntu dstat.sh[20946]: 30-06 09:04:27| 35   3  61   0   0|5265M 1231M  142M 1308M|  29k   11k|3840k  404k|30.0  40.0 |2962  4567 |2.31 1.77 1.52|2.0   0 3.0|   0     0 |python               25984 10%   1B6748B|swift-object-au      324584033k  38k1.0%|cinder-backu 568M|   0     0 |  27  401    0  214    0
Jun 30 09:04:28 ubuntu dstat.sh[20946]: 30-06 09:04:28| 27   4  69   0   0|5266M 1230M  142M 1308M|  24k   11k|9856k  324k|77.0  32.0 |3283  5560 |2.31 1.77 1.52|4.0   0   0|   0     0 |nova-conductor       5484 4.5%   0    0 |swift-object-au      324589792k   0 1.5%|cinder-backu 568M|   0     0 |  27  398    0  219    0
Jun 30 09:04:29 ubuntu dstat.sh[20946]: 30-06 09:04:29| 19   4  77   0   0|5266M 1230M  142M 1307M|  23k 9058B|2260k  316k|18.0  28.0 |2640  4084 |2.31 1.77 1.52|4.0   0   0|   0     0 |cinder-volume        258315.5%  13k  13k|swift-object-au      324582197k 794B1.0%|cinder-backu 568M|   0     0 |  27  399    0  217    0
Jun 30 09:04:30 ubuntu dstat.sh[20946]: 30-06 09:04:30| 18   3  79   0   0|5260M 1236M  142M 1308M|  31k   12k|   0   156k|   0  11.0 |2315  3560 |2.31 1.77 1.52|5.0   0 1.0|   0     0 |cinder-volume        258314.0%  13k  10k|python2              20993 110k 458B0.2%|cinder-backu 568M|   0     0 |  27  405    0  228    0
Jun 30 09:04:31 ubuntu dstat.sh[20946]: 30-06 09:04:31| 31   5  62   1   0|5263M 1217M  142M 1323M|  15k 5584B|4096B   16M|1.00  61.0 |3406  6294 |2.31 1.77 1.52|2.0   0 1.0|   0     0 |cinder-volume        258319.2%4526B  16M|uwsgi                26218  16M  16M3.5%|cinder-backu 568M|   0     0 |  27  398    0  260    0
Jun 30 09:04:32 ubuntu dstat.sh[20946]: 30-06 09:04:32| 25   6  66   3   0|5261M 1219M  142M 1323M|  32k 8622B|   0  8708k|   0   727 |4001  3382 |2.20 1.76 1.51|1.0   0  10|   0     0 |cinder-volume        258315.0%7471k  13k|cinder-volume        258317471k  13k5.0%|cinder-backu 568M|   0     0 |  27  398    0  265    0
Jun 30 09:04:33 ubuntu dstat.sh[20946]: 30-06 09:04:33| 14   4  83   0   0|5261M 1219M  142M 1324M|  59k   27k|   0   184k|   0  20.0 |2419  3741 |2.20 1.76 1.51|1.0   0 6.0|   0     0 |cinder-volume        258317.8%  40k  35k|python2              20993 114k 452B0.5%|cinder-backu 568M|   0     0 |  27  399    0  257    0
Jun 30 09:04:34 ubuntu dstat.sh[20946]: 30-06 09:04:34| 11   2  87   0   0|5261M 1219M  142M 1324M|  14k 5139B|   0   168k|   0  13.0 |1957  3122 |2.20 1.76 1.51|1.0   0 5.0|   0     0 |uwsgi                258122.8%1299B3576B|python2              20993 114k 459B  0%|cinder-backu 568M|   0     0 |  27  399    0  258    0
Jun 30 09:04:35 ubuntu dstat.sh[20946]: 30-06 09:04:35| 10   6  82   2   0|5263M 1215M  142M 1326M|3238k   74k|3124k 6496k| 124   150 |3317  4997 |2.20 1.76 1.51|1.0   0  42|   0     0 |uwsgi                258111.8%1299B3575B|python2              20993 114k 490B0.2%|cinder-backu 568M|   0     0 |  27  399    0  255    0
Jun 30 09:04:36 ubuntu dstat.sh[20946]: 30-06 09:04:36| 21   7  72   0   0|5269M 1209M  142M 1326M|  29k 2298B|  16k  220k|1.00  17.0 |1995  3021 |2.20 1.76 1.51|2.0   0  10|   0     0 |cinder-rootwrap      325316.5%   0    0 |swift-object-au      24345  16M  39k  0%|cinder-backu 568M|   0     0 |  27  401    0  259    0
Jun 30 09:04:37 ubuntu dstat.sh[20946]: 30-06 09:04:37| 20   9  62   9   0|5269M 1208M  142M 1326M|2618k   17M|2236k 1042M| 122   481 |7850  8763 |2.11 1.75 1.51|2.0   0  20|   0     0 |cinder-rootwrap      325435.2%   0    0 |cinder-volume        258316643k2753B0.5%|cinder-backu 568M|   0     0 |  27  399    0  256    0
Jun 30 09:04:38 ubuntu dstat.sh[20946]: 30-06 09:04:38| 21   8  70   1   0|5252M 1225M  142M 1326M|2240k   64k|   -     - |   -     - |3487  5224 |2.11 1.75 1.51|1.0   0  43|   0     0 |cinder-volume        258315.2%  22M  17M|cinder-volume        25831  22M  17M5.2%|cinder-backu 568M|   0     0 |  27  399    0  258    0
Jun 30 09:04:39 ubuntu dstat.sh[20946]: 30-06 09:04:39| 11   2  87   0   0|5253M 1240M  142M 1311M|  23k 9934B|   0   480k|   0  30.0 |1915  3267 |2.11 1.75 1.51|1.0   0   0|   0     0 |cinder-volume        258314.5%  11k  14k|python2              20993 114k 449B0.5%|cinder-backu 568M|   0     0 |  27  398    0  256    0
Jun 30 09:04:40 ubuntu dstat.sh[20946]: 30-06 09:04:40| 21   2  76   0   0|5252M 1240M  142M 1311M|  22k 9205B|   0   420k|   0  33.0 |2271  3682 |2.11 1.75 1.51|5.0   0   0|   0     0 |uwsgi                258115.8%2698B7635B|python2              20993 114k 459B0.2%|cinder-backu 568M|   0     0 |  27  398    0  260    0
Jun 30 09:04:41 ubuntu dstat.sh[20946]: 30-06 09:04:41| 14   2  83   0   0|5252M 1240M  142M 1311M|  13k 1620B|   0   368k|   0  28.0 |2113  3453 |2.11 1.75 1.51|2.0   0   0|   0     0 |uwsgi                258123.5%2898B7243B|python2              20993 115k 455B0.5%|cinder-backu 568M|   0     0 |  27  400    0  258    0
Jun 30 09:04:42 ubuntu dstat.sh[20946]: 30-06 09:04:42| 31   3  65   1   0|5252M 1239M  142M 1312M|  19k 1566B|   0   664k|   0  63.0 |2948  4845 |2.02 1.73 1.51|2.0   0   0|   0     0 |python               259848.5%   0 2341B|python2              20993 115k 461B  0%|cinder-backu 568M|   0     0 |  27  398    0  266    0
Jun 30 09:04:43 ubuntu dstat.sh[20946]: 30-06 09:04:43| 49   3  47   1   0|5252M 1239M  142M 1312M|  10k 1674B|   0   684k|   0  69.0 |2957  4891 |2.02 1.73 1.51|4.0   0 2.0|   0     0 |python               25984 16%   0 6409B|python2              20993 116k 471B0.2%|cinder-backu 568M|   0     0 |  27  400    0  266    0
Jun 30 09:04:44 ubuntu dstat.sh[20946]: 30-06 09:04:44| 45   3  53   0   0|5252M 1239M  142M 1312M|  22k 9211B|   0   576k|   0  57.0 |3111  5021 |2.02 1.73 1.51|2.0   0   0|   0     0 |python               25984 18%   4B  10k|python2              20993 116k 455B0.2%|cinder-backu 568M|   0     0 |  27  400    0  269    0
Jun 30 09:04:45 ubuntu dstat.sh[20946]: 30-06 09:04:45| 18   2  80   0   0|5252M 1239M  142M 1312M|  19k 1620B|   0   208k|   0  13.0 |1866  2941 |2.02 1.73 1.51|2.0   0   0|   0     0 |python               259844.8%   0 2159B|python2              20993 116k 459B0.2%|cinder-backu 568M|   0     0 |  27  398    0  264    0
Jun 30 09:04:46 ubuntu dstat.sh[20946]: 30-06 09:04:46| 36   3  61   0   0|5252M 1239M  142M 1312M|7997B 1620B|   0  1092k|   0  78.0 |2606  4217 |2.02 1.73 1.51|5.0   0   0|   0     0 |python               25984 22%   2B  20k|swift-container      24349 267k1305B1.0%|cinder-backu 568M|   0     0 |  27  398    0  266    0
Jun 30 09:04:47 ubuntu dstat.sh[20946]: 30-06 09:04:47| 44   3  52   1   0|5252M 1238M  142M 1312M|  33k   14k|   0  2788k|   0   300 |3571  4912 |2.02 1.74 1.51|1.0   0 2.0|   0     0 |python               25984 18%   0 3745B|python2              20993 117k 480B0.5%|cinder-backu 568M|   0     0 |  27  401    0  272    0
Jun 30 09:04:48 ubuntu dstat.sh[20946]: 30-06 09:04:48| 18   3  79   0   0|5252M 1239M  142M 1313M|  37k   17k|   0   356k|   0  29.0 |2141  3469 |2.02 1.74 1.51|4.0   0   0|   0     0 |cinder-volume        258317.0%  21k  17k|swift-container      24343 311k1303B1.2%|cinder-backu 568M|   0     0 |  27  400    0  255    0
Jun 30 09:04:49 ubuntu dstat.sh[20946]: 30-06 09:04:49| 12   3  85   0   0|5254M 1237M  142M 1313M|8598B 1802B|   0   216k|   0  14.0 |1832  3169 |2.02 1.74 1.51|2.0   0 5.0|   0     0 |python               259842.8%   0 1308B|python2              20993 114k 458B0.2%|cinder-backu 568M|   0     0 |  27  399    0  256    0
Jun 30 09:04:50 ubuntu dstat.sh[20946]: 30-06 09:04:50| 12   7  78   2   0|5254M 1236M  142M 1313M|4425k   93k|4292k  156k| 166  11.0 |3841  5248 |2.02 1.74 1.51|1.0   0  57|   0     0 |python               259852.5%   0 1308B|python2              20993 113k 489B0.2%|cinder-backu 568M|   0     0 |  27  399    0  248    0
Jun 30 09:04:51 ubuntu dstat.sh[20946]: 30-06 09:04:51| 27   4  68   1   0|5259M 1231M  142M 1313M|  22k 1566B|   0   344k|   0  18.0 |2338  3545 |2.02 1.74 1.51|6.0   0  10|   0     0 |apparmor_parser      326733.8%   0    0 |python2              20993 113k 468B0.5%|cinder-backu 568M|   0     0 |  27  399    0  250    0
Jun 30 09:04:52 ubuntu dstat.sh[20946]: 30-06 09:04:52| 52  15  32   0   0|5290M 1200M  142M 1313M|1804k   44k|1734k  512k|61.0  34.0 |5141  7765 |2.10 1.76 1.52|5.0   0  76|   0     0 |python               25984 13%   0 6118B|python2              20993 114k 485B  0%|cinder-backu 568M|   0     0 |  28  399    0  248    0
Jun 30 09:04:53 ubuntu dstat.sh[20946]: 30-06 09:04:53| 38   6  56   0   0|5315M 1175M  142M 1313M|  20M  412k|  19M  244k| 628  16.0 |  11k   11k|2.10 1.76 1.52|3.0   0 4.0|   0     0 |qemu-system-x86      32697 25%   0    0 |python2              20993 114k 489B0.2%|cinder-backu 568M|   0     0 |  28  399    0  248    0
Jun 30 09:04:54 ubuntu dstat.sh[20946]: 30-06 09:04:54| 53   3  45   0   0|5361M 1128M  142M 1313M|  16k 1710B|   0   192k|   0  20.0 |2701  3532 |2.10 1.76 1.52|3.0   0   0|   0     0 |qemu-system-x86      32697 25%   0    0 |python2              20993 114k 455B0.2%|cinder-backu 568M|   0     0 |  28  401    0  250    0
Jun 30 09:04:55 ubuntu dstat.sh[20946]: 30-06 09:04:55| 37  10  53   0   0|5253M 1257M  142M 1295M|  14k 1686B|   -   432k|   -  29.0 |3634  6053 |2.10 1.76 1.52|2.0   0  56|   0     0 |python               259849.2%   1B9471B|python2              20993 114k 489B0.2%|cinder-backu 568M|   0     0 |  27  398    0  254    0
Jun 30 09:04:56 ubuntu dstat.sh[20946]: 30-06 09:04:56| 35   2  62   1   0|5253M 1258M  142M 1295M|  18k 5699B|   0   540k|   0  50.0 |2830  4442 |2.10 1.76 1.52|2.0   0   0|   0     0 |python               25984 16%   1B  10k|swift-account-r      24352 182k 330B1.0%|cinder-backu 568M|   0     0 |  27  401    0  255    0
Jun 30 09:04:57 ubuntu dstat.sh[20946]: 30-06 09:04:57| 24   2  73   0   0|5252M 1258M  142M 1296M|  53k   20k|   0   396k|   0  43.0 |2490  3857 |2.01 1.75 1.52|6.0   0   0|   0     0 |cinder-volume        258318.5%  29k  23k|python2              20993 115k 460B  0%|cinder-backu 568M|   0     0 |  27  401    0  259    0
Jun 30 09:04:58 ubuntu dstat.sh[20946]: 30-06 09:04:58| 19   2  79   0   0|5252M 1258M  142M 1296M|  36k   15k|   0   352k|   0  34.0 |2479  3980 |2.01 1.75 1.52|3.0   0   0|   0     0 |cinder-volume        258317.0%  17k  16k|python2              20993 111k 460B0.2%|cinder-backu 568M|   0     0 |  27  401    0  236    0
Jun 30 09:04:59 ubuntu dstat.sh[20946]: 30-06 09:04:59| 21   2  77   0   0|5252M 1258M  142M 1296M|  34k   13k|   0   280k|   0  26.0 |2609  4140 |2.01 1.75 1.52|3.0   0   0|   0     0 |cinder-volume        258315.8%  15k  17k|python2              20993 112k 450B0.5%|cinder-backu 568M|   0     0 |  27  400    0  243    0
Jun 30 09:05:00 ubuntu dstat.sh[20946]: 30-06 09:05:00| 12   3  85   0   0|5258M 1252M  142M 1296M|  20k 6942B|   0   236k|   0  18.0 |2052  3261 |2.01 1.75 1.52|2.0   0   0|   0     0 |cinder-volume        258313.2%8796B7588B|python2              20993 112k 459B0.2%|cinder-backu 568M|   0     0 |  27  401    0  240    0
Jun 30 09:05:01 ubuntu dstat.sh[20946]: 30-06 09:05:01| 20   4  74   1   0|5258M 1251M  142M 1296M|  34k   14k|4096B  244k|1.00  24.0 |2746  4166 |2.01 1.75 1.52|3.0   0   0|   0     0 |cinder-volume        258315.8%  17k  15k|python2              20993 115k 481B  0%|cinder-backu 568M|   0     0 |  27  403    0  259    0
Jun 30 09:05:02 ubuntu dstat.sh[20946]: 30-06 09:05:02| 32   7  61   0   0|5261M 1233M  142M 1312M|  20k 5254B|   0    16M|   0  67.0 |3500  5597 |1.93 1.73 1.51|2.0   0 2.0|   0     0 |cinder-volume        25831 12%4526B  16M|uwsgi                26218  16M  16M2.5%|cinder-backu 568M|   0     0 |  27  402    0  281    0
Jun 30 09:05:03 ubuntu dstat.sh[20946]: 30-06 09:05:03| 25   6  67   2   0|5251M 1242M  142M 1312M|  20k 9480B|  84k 8808k|2.00   734 |3900  3558 |1.93 1.73 1.51|3.0   0  11|   0     0 |cinder-volume        258315.0%7471k  19k|cinder-volume        258317471k  19k5.0%|cinder-backu 568M|   0     0 |  27  403    0  287    0
Jun 30 09:05:04 ubuntu dstat.sh[20946]: 30-06 09:05:04| 16   2  82   0   0|5251M 1242M  142M 1312M|  58k   26k|   0   160k|   0  15.0 |2241  3454 |1.93 1.73 1.51|1.0   0 1.0|   0     0 |cinder-volume        258317.5%  40k  30k|python2              20993 118k 456B0.5%|cinder-backu 568M|   0     0 |  27  403    0  277    0
Jun 30 09:05:05 ubuntu dstat.sh[20946]: 30-06 09:05:05|  8   3  89   0   0|5252M 1241M  142M 1312M|  22k 5139B|   0   136k|   0  10.0 |1750  2883 |1.93 1.73 1.51|1.0   0 5.0|   0     0 |uwsgi                258121.8%1299B3577B|python2              20993 118k 460B  0%|cinder-backu 568M|   0     0 |  27  403    0  278    0
Jun 30 09:05:06 ubuntu dstat.sh[20946]: 30-06 09:05:06| 13   6  80   1   0|5253M 1240M  142M 1312M|3227k   73k|3120k  180k| 123  18.0 |3296  4469 |1.93 1.73 1.51|3.0   0  39|   0     0 |cinder-volume        258312.2%6923B  12k|python2              20993 117k 491B0.2%|cinder-backu 568M|   0     0 |  27  404    0  273    0
Jun 30 09:05:07 ubuntu dstat.sh[20946]: 30-06 09:05:07| 27   7  65   1   0|5263M 1230M  142M 1312M|  42k 9778B|  88k 1456k|19.0   167 |3033  4681 |1.85 1.72 1.51|3.0   0 7.0|   0     0 |cinder-rootwrap      411  4.8%   0    0 |cinder-volume        258313673k  10k4.2%|cinder-backu 568M|   0     0 |  27  404    0  278    0
Jun 30 09:05:08 ubuntu dstat.sh[20946]: 30-06 09:05:08| 23  10  62   5   0|5275M 1216M  143M 1313M|2389k 8942k|2112k 1033M|90.0   233 |5397  5326 |1.85 1.72 1.51|1.0 1.0  31|   0     0 |cinder-rootwrap      429  4.5%   0    0 |cinder-volume        258316648k7918B2.0%|cinder-backu 568M|   0     0 |  27  403    0  279    0
Jun 30 09:05:09 ubuntu dstat.sh[20946]: 30-06 09:05:09| 24  10  62   4   0|5252M 1240M  142M 1313M|2466k 8547k|   -     - |   -     - |6376  7605 |1.85 1.72 1.51|3.0   0  48|   0     0 |cinder-volume        258313.2%  22M  17M|cinder-volume        25831  22M  17M3.2%|cinder-backu 568M|   0     0 |  27  403    0  281    0
